cust_id,equip_id,equip_notes,created_at,updated_at
873,3438,Serviced humidifier 5-1-02,05/26/2017,05/26/2017
875,2206,Serviced Gas Furnance 11-11-02,05/26/2017,05/26/2017
875,3965,Serviced Gas Furnace 11-11-02,05/26/2017,05/26/2017
882,2217,Seviced Gas Furnace 11-25-02,05/26/2017,05/26/2017
890,2233,"Serviced Furnace 12-3-01
Serviced Furnace 11-26-02",05/26/2017,05/26/2017
893,3137,"Replaced switch for furnace, replaced thermocoouple 12-6-01",05/26/2017,05/26/2017
900,2259,Replaced Flame Sensor and Iginitor 3-27-02,05/26/2017,05/26/2017
901,2262,Replaced Loose Ground Wire in furnace which wolud cause furnace to run intermittantly,05/26/2017,05/26/2017
903,2267,Serviced gas Furnace 11-4-02,05/26/2017,05/26/2017
906,3911,Cleaned Blower Wheels-NO HEAT 10-31-02,05/26/2017,05/26/2017
910,2288,Service was done and part was ordered;however does not specify on what was done.,05/26/2017,05/26/2017
913,2297,Service Gas Furnace 9-23-02,05/26/2017,05/26/2017
913,3794,Service to humidifier 9-23-02,05/26/2017,05/26/2017
915,2305,Installed Heat Exchanger 3-13-02,05/26/2017,05/26/2017
918,2317,"Beckett Burner
AFG
AF47YHHS
F3 head
Serial 941101-97773",05/26/2017,05/26/2017
922,2329,Ignitor  11-20-01 no heat,05/26/2017,05/26/2017
927,2340,"Replaced Variable Speed Control  1-14-02
Replaced Variable Speed Motor 1-14-02",05/26/2017,05/26/2017
935,2356,"Replaced Gas Valve 2-25-99
Diagnostic Charge 2-25-99
His warranty was for 5 years and then he added an extra year.",05/26/2017,05/26/2017
936,2358,Ignitor & Flame Sensor  3-6-02,05/26/2017,05/26/2017
938,2361,Ignitor  12-11-01,05/26/2017,05/26/2017
944,2376,"Replaced Ignitor on Trane Furnace and Serviced 10-27-01
Serviced Furnace 11-1-02",05/26/2017,05/26/2017
944,3580,Replaced subbase on thermostat 7-19-02,05/26/2017,05/26/2017
954,2405,"Serviced Furnace 10-1-01
Serviced Furnace 9-30-02",05/26/2017,05/26/2017
956,2409,"the date is the MFG. Date however it was istalled 7-3-98 by Millwood Air Conditioning
RD1 BOX 38A
Derry, PA 15627  724-694-8079",05/26/2017,05/26/2017
962,2888,Serviced Oil Furance 10-16-01,05/26/2017,05/26/2017
968,2437,Parts No# 381-354-863,05/26/2017,05/26/2017
972,2442,"Replaced Direct Drive Blower, Diagnostic Charge Due to Limit Being Open(Thinking this was the problem)  12-28-99",05/26/2017,05/26/2017
973,2445,Replace Ignitor  5-23-00,05/26/2017,05/26/2017
975,2451,Serviced Furnace 4-15-02,05/26/2017,05/26/2017
976,2454,"BOM# 20354502A
MFG# 7-3700 9638",05/26/2017,05/26/2017
980,3293,"Serviced Oil Furnace, Replaced Oil Burner, Oil Nozzle, & Oil Filter 2-28-02",05/26/2017,05/26/2017
984,2470,Replaced Flame Sensor  1-11-01,05/26/2017,05/26/2017
988,2485,Replaced Integrated Control 3-28-02,05/26/2017,05/26/2017
996,2507,"AprilAire by pass humidifier
Serviced Oil Furnace 10-4-01
Serviced Oil Furnace 3-22-02
Changed Heat Exchanger 4-5-02",05/26/2017,05/26/2017
997,2508,Index Cards Says 40 Gal Gas 6 Year Warranty,05/26/2017,05/26/2017
1000,2515,Clean Air Cleaner 8-13-01,05/26/2017,05/26/2017
1002,2517,"Replaced Combustion Motor, Diagnosed fan was bad  11-28-01",05/26/2017,05/26/2017
1008,2814,"Serviced Air Cleaner 10-3-01
Serviced Acleaner 10-8-02",05/26/2017,05/26/2017
1008,2815,"Serviced Gas Furnace 10-3-01
Serviced Acleaner 10-8-02",05/26/2017,05/26/2017
1010,3283,Serviced Gas Furnace 2-20-02,05/26/2017,05/26/2017
1014,3112,Serviced Hot Water Furnace 12-4-01,05/26/2017,05/26/2017
1023,2561,Replaced Crankcase Heater 7-4-02,05/26/2017,05/26/2017
1031,2740,"Serviced Furnace 9-27-01
Serviced Furnace 10-7-02",05/26/2017,05/26/2017
1031,2741,Serviced Humidifer 9-27-01,05/26/2017,05/26/2017
1032,2578,Janitrol,05/26/2017,05/26/2017
1035,2582,Clean & Serviced AC Unit 9-6-01,05/26/2017,05/26/2017
1035,2704,Clean & Serviced AC Unit 9-6-01,05/26/2017,05/26/2017
1035,2705,Clean & Serviced AC Unit 9-6-01,05/26/2017,05/26/2017
1035,3016,For Shine Bay and Upstairs Furnace 10-30-01,05/26/2017,05/26/2017
1048,2604,"MFG NO# P1204102C
PIC NO# 1205030000",05/26/2017,05/26/2017
1048,2605,"MODEL NO P1218522C
PIC NO 1203010502",05/26/2017,05/26/2017
1051,2612,"Clean Burners and flame sensors. Inspect heat exchanger. Check wiring, blower motor, flu pipe, humidifier, water panel.",05/26/2017,05/26/2017
1051,2613,Clean Elec Air Cleaner 8-1-01,05/26/2017,05/26/2017
1051,2614,"Check Coils, wiring, oil motor, refrigerant pressure and temperature 8-1-01",05/26/2017,05/26/2017
1054,2615,"Installed this system to exsiting oil furnace, includes cement pad wiring thermostat coil and tubing plus fan center",05/26/2017,05/26/2017
1056,2616,"Replaced Blower Motor, Blower wheel. Add 2.5 lbs of Freon#22   7-31-01",05/26/2017,05/26/2017
1057,3534,Service AC 6-24-02,05/26/2017,05/26/2017
1057,3535,Service Air Cleaner  6-24-02,05/26/2017,05/26/2017
1058,2915,"Added 3.5lbs R-22 Refrigerant to A/C system. Checked temps and pressures. 
7-26-01",05/26/2017,05/26/2017
1059,3222,Checked Operation of AC 6-13-01,05/26/2017,05/26/2017
1059,3223,"Cleaned Air Filters 6-13-01
Cleaned Air Filters on Rooftop Unit 1-16-02",05/26/2017,05/26/2017
1061,2617,"Service to Furnace, Add 1lb. Of refrig. To AC System, Check pressures&Temps&outdoor Coils. Adjust pilot light. Run system through heating & cooling cycle 8-1-01",05/26/2017,05/26/2017
1066,2619,"2-3/4 x 3/4 fittings
2-3/4 Unions",05/26/2017,05/26/2017
1070,2918,Serviced Gas Furnace 10-17-01,05/26/2017,05/26/2017
1072,2622,A/C not working found problem in thermostat. Replaced thermostat. 7-17-01,05/26/2017,05/26/2017
1073,2623,"Added 5lbs. Refrigerant to newer system, checked coils, filters, pressures & temps. Thawed system before checking. 6-12-01",05/26/2017,05/26/2017
1076,2624,Service to furnace 7-23-01,05/26/2017,05/26/2017
1083,2631,"Serviced furnace 8-8-01
Serviced Furnace 7-3-02",05/26/2017,05/26/2017
1083,2632,"Serviced Air Conditioner 8-8-01
Serviced AC Unit 7-3-02",05/26/2017,05/26/2017
1084,2633,Serviced Furnace 8-8-01,05/26/2017,05/26/2017
1084,2634,Serviced A/C 8-8-01,05/26/2017,05/26/2017
1084,2635,Cleaned Acleaner 8-8-01,05/26/2017,05/26/2017
1086,2636,"Checked Outdoor Coils, motor, wiring, refrigerant, pressures, and temps. Cleaned Drain for indoor coil, added rubber coupling to drain. Ran System through cooling cycle 8-10-01",05/26/2017,05/26/2017
1087,2637,"Serviced AC, Replaced TXV Expansion Valve, Add 1lb of Freon #22. Cleaned Outdoor Coil, Oil Outdoor Motor, Check Registers. 8-6-01",05/26/2017,05/26/2017
1088,2638,Serviced AC Unit 8-9-01,05/26/2017,05/26/2017
1090,2639,"Serviced Outdoor AC. Cleaned outdoor coils. Checked elec contacts, relays, refrigerant, & pressures. Replaced Air Filters 7-16-01",05/26/2017,05/26/2017
1092,2641,"Serviced AC. Cleaned Outdoor Coils, contacts on Thermostat and reconnecteed loose wire in control box at furnace. 8-10-01",05/26/2017,05/26/2017
1094,2643,"Serviced Heat Pump, Cleaned indoor coils and indoor.outdoor motors. Checked Elec Wiring, Monitored teps and pressures. 8-16-01",05/26/2017,05/26/2017
1094,2644,Serviced Elec Air Cleaner 8-16-01,05/26/2017,05/26/2017
1096,2645,"Replaced Crankcase heater due to shorting out. Added 1lb of refriegerant to system. Checked Temps, & pressures 8-14-01",05/26/2017,05/26/2017
1098,2649,"Serviced Furnace. Cleaned burners, & Thermocouple. Checked Heat exchanger, oil motor, & blower 8-23-01
Service to gas furnace 9-23-02",05/26/2017,05/26/2017
1098,2650,"Replaced the filter 8-23-01
Replaced Air Filter 9-23-02",05/26/2017,05/26/2017
1099,2651,"Cleaned Outdoor Coils, Oiled Motor. Checked Pressures & Temps Indoor&Outdoor 8-16-01
Checked AC Unit 9-19-01",05/26/2017,05/26/2017
1100,2652,Added 1lb Refrigerant to AC System and serviced it. 8-15-01,05/26/2017,05/26/2017
1103,2653,"Serviced Furnace
Ran thru Heating cycle 8-17-01
Serviced Furnace 8-29-02",05/26/2017,05/26/2017
1103,2654,"Serviced AC and ran thru cooling cycle 8-17-01
Serviced AC unit 8-29-02",05/26/2017,05/26/2017
1103,2655,"Cheked Humidifier 8-17-01
Serviced Humidifier 8-29-02",05/26/2017,05/26/2017
1103,2656,Replaced Air Cleaner 8-29-02,05/26/2017,05/26/2017
1104,2657,Replaced Blower Control board 8-16-01,05/26/2017,05/26/2017
1110,2659,"Service to AC System. Cleaned Outdoor Unit, coils, indoor coils, indoor blower. Checked pressures and temps. 8-9-01",05/26/2017,05/26/2017
1111,2660,"Serviced Furnace, replaced oil nozzle, & oil Filter 8-22-01
Serviced Furnace 9-18-02",05/26/2017,05/26/2017
1111,2661,Serviced Elec Air Cleaner 8-22-01,05/26/2017,05/26/2017
1113,3538,Service Air Cleaner 6-18-02,05/26/2017,05/26/2017
1113,3539,Service AC 6-18-02,05/26/2017,05/26/2017
1114,2667,"Charged AC Unit with 2lb 8-27-01
Service 4-18-02",05/26/2017,05/26/2017
1115,2668,Repair Drain on AC Unit 8-27-01,05/26/2017,05/26/2017
1116,2669,"Service to Heil Gas Furnace 8-28-01
Serviced 10-11-02",05/26/2017,05/26/2017
1117,2670,"Replaced Oil Filters, Nozzles. Checked Blower Wheel. 8-24-01",05/26/2017,05/26/2017
1120,2674,"Repair to Roof Top AC Unit 8-27-01
Replaced Blower Belt, Checked Thermostat",05/26/2017,05/26/2017
1121,2677,Serviced Elec. Air Cleaner 9-4-01,05/26/2017,05/26/2017
1122,2678,"Added 1lb og Refrigerant 9-04-01
Replaced Outdoor fan and Serviced 9-4-01",05/26/2017,05/26/2017
1123,2679,Serviced Furnace 9-4-01,05/26/2017,05/26/2017
1125,2681,"Serviced Gas Furnace, Repair Duct Work 9-5-01",05/26/2017,05/26/2017
1126,2683,"Serviced Furnace 9-4-01
Serviced furnace 9-20-02",05/26/2017,05/26/2017
1126,3224,Cleaned Air Cleaner 1-21-02,05/26/2017,05/26/2017
1128,2685,Serviced Gas Boiler 9-7-01,05/26/2017,05/26/2017
1128,3786,Service to hot water furnace 9-23-02,05/26/2017,05/26/2017
1129,2686,Serviced Gas Furnace 8-3-01,05/26/2017,05/26/2017
1130,2688,Serviced Furnace 9-7-01,05/26/2017,05/26/2017
1130,2690,Serviced AC 9-7-01,05/26/2017,05/26/2017
1131,2691,"Serviced Furnace 9-6-01
Serviced Furnace 9-10-02",05/26/2017,05/26/2017
1131,2692,Serviced AC Unit 9-6-01,05/26/2017,05/26/2017
1133,2694,Serviced AC 9-7-01,05/26/2017,05/26/2017
1134,2696,Serviced AC 9-10-01,05/26/2017,05/26/2017
1136,2699,Serviced Furnace 9-10-01,05/26/2017,05/26/2017
1137,2700,"AC was freezing up, charged with 2lb of R22 and checked operctior 9-5-01",05/26/2017,05/26/2017
1138,2701,"Cleaned Drain Line, Replaced 30 AMP screw type fuse for AC Unit 9-10-01",05/26/2017,05/26/2017
1138,2708,"Replaced Blower Motor 9-11-01
Serviced Gas Furnace 9-27-02",05/26/2017,05/26/2017
1139,2702,Checked Heat Pump system due to overflow leaking. Checked blower wheel 9-10-01,05/26/2017,05/26/2017
1139,2703,Cleaned Coils Indoor 9-10-01,05/26/2017,05/26/2017
1142,3487,Added 2lbs of Refrigerant and Service 6-12-02,05/26/2017,05/26/2017
1143,2712,Service To Furnace 9-11-01. Ran System through a fan mode to check airflow.,05/26/2017,05/26/2017
1144,2713,Serviced Furnace 9-13-01,05/26/2017,05/26/2017
1146,2715,"Serviced Furnace 9-13-01
Serviced Furnace 9-17-02",05/26/2017,05/26/2017
1146,2716,"Serviced Air Cleaner 9-13-01
Serviced Acleaner 9-17-02",05/26/2017,05/26/2017
1147,2717,"Serviced Oil Furnance 9-13-01
Serviced Furnace 9-17-02",05/26/2017,05/26/2017
1147,3745,Serviced Air Cleaner 9-17-02,05/26/2017,05/26/2017
1147,3746,Serviced Humidifier 9-17-02,05/26/2017,05/26/2017
1148,2718,Serviced AC Unit 9-13-01,05/26/2017,05/26/2017
1151,2721,Serviced Heat Pump 9-14-01,05/26/2017,05/26/2017
1153,2726,"Replaced Heat Exchanger in furnace 9-18-01
Replaced Burner Lighting Tube 2-6-02",05/26/2017,05/26/2017
1153,3245,Installed Air Cleaner with Duct Modifications 2-6-02,05/26/2017,05/26/2017
1155,2729,"Serviced Furnace 9-14-01
Serviced Furnace 9-18-02",05/26/2017,05/26/2017
1155,2730,Serviced Humidifer 9-18-02,05/26/2017,05/26/2017
1155,2731,Washed Elec Air Cleaner  9-14-01,05/26/2017,05/26/2017
1155,3744,Serviced AC unit 9-18-02,05/26/2017,05/26/2017
1157,2732,"Serviced furnace 9-17-01
Serviced Gas Furnace 10-15-02",05/26/2017,05/26/2017
1158,2733,Replaced Oil Pump Motor. 9-17-01,05/26/2017,05/26/2017
1160,2735,"Serviced Hot Water Furnace 9-17-01
Serviced 9-24-02",05/26/2017,05/26/2017
1162,2738,"Serviced Oil Furnace 9-14-01
Serviced Oil Furnace 10-15-02",05/26/2017,05/26/2017
1165,2757,"Serviced Furnace 9-18-01
Serviced Air Cleaner 9-18-01",05/26/2017,05/26/2017
1165,3578,Replaced Light in Air Cleaner and Serviced 7-23-02,05/26/2017,05/26/2017
1165,3579,"Serviced AC 7-23-02
Replaced Heater for Compressor 7-31-02",05/26/2017,05/26/2017
1166,2758,Serviced Furance 9-18-01,05/26/2017,05/26/2017
1167,2759,"Serviced Furnace 9-19-01
Serviced Furnace 9-20-02",05/26/2017,05/26/2017
1168,2760,Serviced AC Unit 9-20-01,05/26/2017,05/26/2017
1169,2761,"Serviced Oil Furnace 9-21-01
Serviced Oil Furnace 9-23-02",05/26/2017,05/26/2017
1170,2762,"Serviced Furnace 9-21-01
Serviced Furnace 9-24-02",05/26/2017,05/26/2017
1172,2763,Repaired Thoermostat Wire 9-26-01,05/26/2017,05/26/2017
1173,2764,"Serviced Furnace 9-27-01
Serviced and Replaced Thermocouple on gas Furanace 
3-25-02
Serviced Furnace 10-28-02",05/26/2017,05/26/2017
1174,2765,"Serviced Furnace 9-27-01
Replaced Comb Fan and Service 2-5-02
Serviced Furnace 10-19-02",05/26/2017,05/26/2017
1175,2766,"Service to hot water boiler -Replaced twater feeder pressure reducing valve, Replaced 2 bleed Valves 9-27-01",05/26/2017,05/26/2017
1177,2768,"Serviced Oil Funace, Inspect Heat Exchanger, Install 100' of 3/8"" copper for supply & Return Oil Lines 9-25-01",05/26/2017,05/26/2017
1178,2769,"Serviced, and Leveled 9-25-01",05/26/2017,05/26/2017
1181,2772,Serviced Oil Frunace 9-26-01,05/26/2017,05/26/2017
1181,3632,Spliced wire back together and added 1 LB of R-22 8-6-02,05/26/2017,05/26/2017
1182,2773,"FOR DAYCARE MODULAR UNIT AIR CONDITIONERS
Replaced blower unit in #3unit with #2's blower unit due to the #2's AC not functioning. Replaced Burnt Compressor Wire and Serviced Units. 9-13-01",05/26/2017,05/26/2017
1182,7779,UL File No. SA9951,05/26/2017,05/26/2017
1183,2774,"7 Day Programmable Thermostat and Serviced 11-3-00
7 Day Programmable Thermostat 5-17-01",05/26/2017,05/26/2017
1183,8908,"Manu # NPAB150N2HA
Style # PAA150N2H
Manufacture date 7/94",05/26/2017,05/26/2017
1184,2775,Serviced Furnace 9-25-01,05/26/2017,05/26/2017
1185,2776,"Serviced Gas Furnace 9-25-01
Serviced Furnace 9-27-02",05/26/2017,05/26/2017
1186,11435,Had Trane XL1200 Air Conditioner: Had fan problems in 02 and 04.,05/26/2017,05/26/2017
1186,11437,2001-2010 had previous Oil Furnace listed and serviced every year.,05/26/2017,05/26/2017
1188,2779,Serviced Gas Furnace 9-24-101,05/26/2017,05/26/2017
1189,2780,"Serviced Oil Furnace 9-25-01
Serviced Furnace 9-9-02",05/26/2017,05/26/2017
1189,3729,Serviced Air Cleaner 9-9-02,05/26/2017,05/26/2017
1191,2781,Serviced Gas Boiler Furnace 9-25-01,05/26/2017,05/26/2017
1192,2782,Serviced Gas Frunace 9-27-01,05/26/2017,05/26/2017
1192,2783,Serviced Air Cleaner 9-27-01,05/26/2017,05/26/2017
1192,2784,"Serviced Humidifier, replaced panel 9-27-01",05/26/2017,05/26/2017
1193,2785,Serviced Oil Furnace 9-25-01,05/26/2017,05/26/2017
1194,2786,"Serviced Gas Furnace, Repair to main burners. 9-26-01",05/26/2017,05/26/2017
1195,2788,Serviced Oil Furnace 9-28-01,05/26/2017,05/26/2017
1195,2789,Installed this thermostat that customer bought 9-28-01,05/26/2017,05/26/2017
1197,2791,"Serviced 2 Heat Pump Units. 9-26-01
Serviced 3-18-02",05/26/2017,05/26/2017
1197,2792,Seviced Oil Furnace 9-26-01,05/26/2017,05/26/2017
1197,2793,Checked Humidifier 9-26-01,05/26/2017,05/26/2017
1198,2794,Serviced Gas Furnace 10-02-01,05/26/2017,05/26/2017
1199,2796,"Unit for the sanctuary 
Serviced 8-27-01",05/26/2017,05/26/2017
1201,2800,Serviced Gas Frunace 10-1-01,05/26/2017,05/26/2017
1202,2802,"Serviced gas Furnace 10-02-01
Serviced Furnace 10-28-02",05/26/2017,05/26/2017
1205,2818,"Serviced Hot Water Boiler 10-5-01
Lubricated Seized Bearing on Boiler Pump Motor and Service 3-9-02",05/26/2017,05/26/2017
1206,2819,Serviced Gas Furnace 10-3-01,05/26/2017,05/26/2017
1207,3625,Service Furnace 8-1-02,05/26/2017,05/26/2017
1207,3626,Service AC unit 8-1-02,05/26/2017,05/26/2017
1207,3627,Service Air Cleaner 8-1-02,05/26/2017,05/26/2017
1209,2821,"Serviced Gas Furnace 10-5-01
Serviced furnace 9-25-02",05/26/2017,05/26/2017
1210,2822,Serviced Oil Furnace 9--28-01,05/26/2017,05/26/2017
1211,2824,"Serviced Oil Furnace 10-5-01
Serviced Furnace 10-24-02",05/26/2017,05/26/2017
1214,2884,Serviced Furnace 10-16-01,05/26/2017,05/26/2017
1216,2850,Serviced gas Furnace 10-8-01,05/26/2017,05/26/2017
1218,2856,"Serviced Gas Furnace 10-3-01
Serviced Furnace 9-30-02",05/26/2017,05/26/2017
1218,3811,Serviced AC 9-30-02,05/26/2017,05/26/2017
1219,2857,Serviced Gas Furnace 10-8-01,05/26/2017,05/26/2017
1221,2861,Serviced Rheem Gas Furnace 10-10-01,05/26/2017,05/26/2017
1221,6151,70059105,05/26/2017,05/26/2017
1223,2864,Serviced Gas Furnace 10-12-01,05/26/2017,05/26/2017
1224,2865,Serviced Furnace 6-10-01,05/26/2017,05/26/2017
1224,2866,Serviced AC Unit 6-10-01,05/26/2017,05/26/2017
1226,3052,Serviced Gas Furance 11-14-01,05/26/2017,05/26/2017
1227,2868,Serviced Gsa Furnace 10-9-01,05/26/2017,05/26/2017
1229,2872,"Serviced  10-9-01, checked heat Exchanger, Cleaned Flame Sensor.",05/26/2017,05/26/2017
1231,2873,"Serviced Gas Furnace 10-9-01
Serviced Gas Furnace 11-12-02",05/26/2017,05/26/2017
1232,2874,Serviced gas Funace 10-12-01,05/26/2017,05/26/2017
1233,2875,"Serviced Oil Furnace 10-10-01
Serviced Furnace 11-7-02",05/26/2017,05/26/2017
1234,2876,Serviced Gas Furnace 10-10-01,05/26/2017,05/26/2017
1235,2877,Serviced Furnace 10-11-01,05/26/2017,05/26/2017
1237,2878,Serviced Oil Boiler 10-10-01,05/26/2017,05/26/2017
1240,2889,"Serviced Gas Furnace 10-18-01
Serviced Furnace 10-21-02",05/26/2017,05/26/2017
1240,2890,"Serviced Air Cleaner 10-18-01
Serviced Air Cleaner 10-21-02",05/26/2017,05/26/2017
1240,3852,Serviced Humidifier 10-21-02,05/26/2017,05/26/2017
1242,2891,Serviced Gas Furnace 10-16-01,05/26/2017,05/26/2017
1242,2892,Serviced Gas Furnace 10-16-01,05/26/2017,05/26/2017
1242,2893,Serviced Gas Furnace 10-16-01,05/26/2017,05/26/2017
1244,2917,Serviced gas Furnace 10-15-01,05/26/2017,05/26/2017
1247,2921,Serviced Gas Furnace 10-16-01,05/26/2017,05/26/2017
1248,3185,Service Furnace 1-10-02,05/26/2017,05/26/2017
1249,2922,Serviced gas Furnace 10-13-01,05/26/2017,05/26/2017
1250,2923,"Serviced Gas Furnace 10-15-01
Serviced Furnace 10-4-02",05/26/2017,05/26/2017
1250,2924,"Serviced Air Cleaner 10-15-01
Serviced A Cleaner 10-4-02",05/26/2017,05/26/2017
1250,8513,"This is a tank that was replaced under warranty.  Original tank was installed 10-9-02.
Model # 41V40S-40
Serial # 08021108402",05/26/2017,05/26/2017
1252,6090,PIC #1204010401,05/26/2017,05/26/2017
1254,2927,"Serviced Furnace 10-10-01.
This is furnace on 2nd Floor",05/26/2017,05/26/2017
1254,2928,"Serviced Furnace 10-10-01.
This is furnace on 3rd Floor",05/26/2017,05/26/2017
1254,2929,Serviced Air Cleaner 10-10-01,05/26/2017,05/26/2017
1254,7218,This unit is for the 2nd floor rental.,05/26/2017,05/26/2017
1254,7284,This unit cools the first floor.,05/26/2017,05/26/2017
1257,2930,Serviced gas Furnace 10-16-01,05/26/2017,05/26/2017
1258,2933,Serviced Gas Furnace 10-22-01,05/26/2017,05/26/2017
1259,3485,AC charge not working. Tried to recharge and charge was leaking out as fast as I could put it in. They do not want a compressor anymore 5-31-02,05/26/2017,05/26/2017
1260,2935,Serviced Gas Furnace 10-25-01,05/26/2017,05/26/2017
1261,2936,Serviced Gs Furnace 10-25-01,05/26/2017,05/26/2017
1262,2937,Serviced Gas Furnace 10-22-01,05/26/2017,05/26/2017
1263,2938,Serviced Propane Furnace 10-5-01,05/26/2017,05/26/2017
1263,2939,Serviced Air Cleaner 10-5-01,05/26/2017,05/26/2017
1263,2940,Serviced AC Unit 10-5-01,05/26/2017,05/26/2017
1264,2941,Serviced Gas Furnace 10-22-01,05/26/2017,05/26/2017
1265,2942,"Serviced gas Furance 10-23-01
Checked Flue Collector, adjusted gas Pressureand Service 4-29-02",05/26/2017,05/26/2017
1267,2945,"Serviced Oil Furance 10-24-01
Serviced Furnace 10-7-02",05/26/2017,05/26/2017
1268,2946,"Serviced Oil Boiler 10-24-01
Serviced Boiler 11-6-02",05/26/2017,05/26/2017
1268,3910,Serviced Oil Furnace 10-30-02,05/26/2017,05/26/2017
1273,2951,Serviced Gas Furnace 10-26-01,05/26/2017,05/26/2017
1275,2953,Serviced Gas Furnace 10-26-01,05/26/2017,05/26/2017
1275,2954,Serviced Air Cleaner 10-26-01,05/26/2017,05/26/2017
1277,2959,Serviced Gs Furnace 10-29-01,05/26/2017,05/26/2017
1277,2960,Serviced Air Cleaner 10-29-01,05/26/2017,05/26/2017
1277,2961,Serviced Humidifier 10-29--01,05/26/2017,05/26/2017
1279,2963,"Serviced Furance 10-29-01
Serviced Gas Furnace 10-29-02",05/26/2017,05/26/2017
1280,2964,Serviced Oil Furnace 10-30-01,05/26/2017,05/26/2017
1281,2965,Serviced Gas Furnace 10-30-01,05/26/2017,05/26/2017
1283,2968,Serviced Gas Furnace 10-29-01,05/26/2017,05/26/2017
1283,2995,Replaced Water Distributor 11-5-01,05/26/2017,05/26/2017
1284,2969,"Serviced AC Unit 10-2-01
Added 4lbs of Freon and Serviced 6-3-02",05/26/2017,05/26/2017
1285,2970,Serviced Gas Furnace 10-31-01,05/26/2017,05/26/2017
1286,2973,Serviced Oil Furnace 10-26-01,05/26/2017,05/26/2017
1286,2974,Serviced Oil Furnace 10-26-01,05/26/2017,05/26/2017
1289,2976,"Serviced Oil Furance 10-31-01
Serviced Furnace 11-7-02",05/26/2017,05/26/2017
1290,2977,"Serviced Oil Fired Boiler 10-26-01, Replaced Ignition Transformer .",05/26/2017,05/26/2017
1291,2978,Serviced Gas Furnace 10-30-01,05/26/2017,05/26/2017
1291,2979,Serviced Air Cleaner 10-30-01,05/26/2017,05/26/2017
1291,2980,Checked humidifier 10-30-01,05/26/2017,05/26/2017
1291,3536,"AC not working, turned on breaker and checked line temp. 
6-20-02
Replace breaker with a 30 amp murray breaker 6-24-02",05/26/2017,05/26/2017
1293,2984,Serviced Gas Furnace 10-30-01,05/26/2017,05/26/2017
1295,2986,Cleaned Elec Air Cleaner 10-27-01,05/26/2017,05/26/2017
1296,2987,Serviced and Replaced Ignition 10-29-01,05/26/2017,05/26/2017
1303,3005,Serviced Furnace 10-28-02,05/26/2017,05/26/2017
1306,8872,20352507293,05/26/2017,05/26/2017
1307,3011,"Replaced Bearings and shaft blower assembly and Service 4-2-02
Serviced Gas Furnace 10-16-02",05/26/2017,05/26/2017
1308,3012,Replaced 30Lb Relief Valve Due To Original Failing. Drained Expansion Tank. 10-7-01,05/26/2017,05/26/2017
1309,3013,"Cleaned & Serviced Gas Forced Air Furnace
Service 1-9-02",05/26/2017,05/26/2017
1310,3014,"Serviced Oil Furnace 11-5-01
Serviced Oil Furnace 10-23-02",05/26/2017,05/26/2017
1310,3015,Serviced Air Cleaner 11-5-01,05/26/2017,05/26/2017
1311,3019,Serviced Gas Furnace 11-8-01,05/26/2017,05/26/2017
1311,3020,Serviced Heat Pump 11-8-01,05/26/2017,05/26/2017
1313,3023,Serviced Gas Furnace 11-12-01,05/26/2017,05/26/2017
1318,3025,"Serviced Furnace 10-27-01
Serviced Oil Furnace 1-4-02",05/26/2017,05/26/2017
1319,5978,"Standing Pilot
Washable filter (blue)",05/26/2017,05/26/2017
1320,3026,Service Oil Furnace 11-9-01,05/26/2017,05/26/2017
1321,3027,Serviced Gas Boiler 11-6-01,05/26/2017,05/26/2017
1323,3028,Service gas Furnace 11-12-01,05/26/2017,05/26/2017
1325,3029,Serviced Heat Pump 11-9-01,05/26/2017,05/26/2017
1325,3030,Serviced Elec Air Cleaner 11-9-01,05/26/2017,05/26/2017
1325,3031,Serviced Humidifier 11-9-01,05/26/2017,05/26/2017
1326,3449,"Added 3 lbs of Refrigerant and Service 7-4-02
Added 8lbs of Refrigerant 9-9-02",05/26/2017,05/26/2017
1328,3033,Serviced Gas Furnace 11-7-01,05/26/2017,05/26/2017
1329,3034,Adjusted & Serviced Heat Exchanger 11-7-01,05/26/2017,05/26/2017
1329,3909,Serviced Oil Furnace 10-30-02,05/26/2017,05/26/2017
1330,3035,Serviced Gas Furnace 10-25-01,05/26/2017,05/26/2017
1333,3040,"Serviced Oil Furnace 11-12-01
Serviced Furnace 10-21-02",05/26/2017,05/26/2017
1333,3041,"Serviced Humidifier 11-12-01
Serviced Humidifier 10-21-02",05/26/2017,05/26/2017
1334,3042,Serviced Gas Furnace 11-6-01,05/26/2017,05/26/2017
1335,3043,Serviced Gas Furnace 11-8-01,05/26/2017,05/26/2017
1335,3044,Serviced Humidifier 11-8-01,05/26/2017,05/26/2017
1338,3045,Service Gas Furnace 11-8-01,05/26/2017,05/26/2017
1340,3047,"Serviced Gas Furnace 11-13-01
Replaced fan and limit control 12-14-01",05/26/2017,05/26/2017
1340,3422,"AC Not Working, Turned on unit and everthing ran fine 4-19-02
AC Freezing Up, charged unit with 3lbs of R-22 and Cleaned the Coils 5-29-02

7/9/02
Fixed leak, added 2.5 lbs of R-22",05/26/2017,05/26/2017
1342,3048,Serviced Oil Furnace 11-13-01,05/26/2017,05/26/2017
1347,3488,AC not working. Cleaned Coils and coil was sweating after adding R-22 1/2 of a pound. 6-10-02,05/26/2017,05/26/2017
