cust_id,equip_id,csa1,serial,model,manufacturer,product_type,date_installed,last_service_date,recommended_service,next_service_date,equipment_notes,warranty_policy,extended,warranty_length,warranty_type,expiration_date,warranty_notes,hide,created_at,updated_at
1923,3881,,,,,Air Cleaner,,10/03/2002,12,10/03/2003,Serviced Elec. Air Cleaner 10-3-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1925,3883,,,,Bryant,Furnace,,10/16/2002,12,10/16/2003,Serviced Gas Furnace 10-16-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1927,3884,,J06505418,TUC080C942A0,Trane,Gas Furnace,06/30/1994,11/17/2016,12,11/17/2017,Serviced Gas Furnace 10-16-02,1121477,1,10 Year,Parts & Labor,06/27/2004,,0,05/24/2017,05/24/2017
1930,3886,,,,,Furnace,,10/16/2002,12,10/16/2003,Serviced Gas Furnace 10-16-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1931,3887,,,,,Gas Furnace,,01/07/2005,12,01/07/2006,Serviced Gas Furnace 10-17-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1932,3888,,,,,Furnace,,01/15/2009,12,01/15/2010,Serviced gas Furnace 10-17-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1935,3889,,,,,Gas Boiler,,10/20/2004,12,10/20/2005,Serviced Hot Water Furnace 10-17-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1935,3890,,,,,Gas Furnace,,10/20/2004,12,10/20/2005,Serviced Hot Air Furnace 10-17-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1937,3891,,S14526224,LU085J942A,Trane,Gas Furnace,09/22/1986,02/01/2013,12,02/01/2014,,,0,,,,,0,05/24/2017,05/24/2017
1940,3892,,,,,Furnace,,10/14/2002,12,10/14/2003,Serviced Gas Furnace 10-14-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1940,3893,,,,,Air Cleaner,,10/14/2002,12,10/14/2003,Serviced Acleaner 10-14-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1941,3894,,D43624688,TUC100B948A0,Trane,Furnace,03/13/1991,10/18/2012,12,10/18/2013,Serviced Gas Furnace 10-23-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1941,3895,,,,,Air Cleaner,,02/28/2012,12,02/28/2013,Serviced Acleaner 10-23-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1941,3896,,0,112,AprilAire,Humidifier,,02/28/2012,12,02/28/2013,Serviced Humidifier 10-23-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1942,3897,,,,Comfortmaker,Gas Furnace,,09/08/2016,12,09/08/2017,Serviced gas Furnace 10-21-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1942,3898,,,,,Humidifier,,09/08/2016,12,09/08/2017,Replaced Saddle Valve for Humidifier 10-21-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1943,3899,,,,Arco-Aire,Gas Furnace,,11/06/2007,12,11/06/2008,Serviced Gas Furnace 10-22-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1944,3900,465F,R883100129,GUF075A008AIN,Comfortmaker,Gas Furnace,,11/22/2016,12,11/22/2017,"Serviced Gas Furnace 10-22-02
Installed a ignitor kit from round to flat 11-5-02",EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1948,3901,,J18547137,AUD100C936A1,American Standard,Gas Furnace,05/01/1994,12/29/2005,12,12/29/2006,Serviced Gas Furnace 10-19-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1949,3902,,,,,Gas Furnace,,07/01/2008,12,07/01/2009,Serviced Furnace 10-18-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1950,3903,,,,,Furnace,,10/19/2002,12,10/19/2003,Serviced Gas Furnace 10-19-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1951,3904,,L303SWG1G,TUD080R936H3,Trane,Gas Furnace,08/08/1996,12/08/2014,12,12/08/2015,Serviced Gas Furnace 10-19-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1954,3905,,CQ5D702 M1893 6843,UGED-07EMAGS,Ruud,Gas Furnace,,12/10/2013,12,12/10/2014,"Mobile Home Burner 
Serviced Gas Furnace 10-23-02",EquipNotes  HOT SURFACE,0,,,,,0,05/24/2017,05/24/2017
1728,3906,,,,,Gas Furnace,,04/07/2004,12,04/07/2005,Serviced Gas Furnace 10-31-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1412,3907,,C24547379,LU070J936A2,Trane,Gas Furnace,10/04/1988,04/23/2009,12,04/23/2010,Serviced Furnace 10-24-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1684,3908,,,,,Furnace,,10/29/2002,12,10/29/2003,Serviced Furnace 10-29-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1329,3909,,,,,Oil Furnace,,11/15/2005,12,11/15/2006,Serviced Oil Furnace 10-30-02,EquipNOtes,0,,,,,0,05/24/2017,05/24/2017
1268,3910,,,,,Furnace,,10/30/2002,12,10/30/2003,Serviced Oil Furnace 10-30-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
906,3911,,,,,Furnace,,10/31/2002,12,10/31/2003,Cleaned Blower Wheels-NO HEAT 10-31-02,Equipnotes,0,,,,,0,05/24/2017,05/24/2017
1957,3914,,E26627291,TUC080B942A0,Trane,Gas Furnace,11/06/1990,03/21/2014,12,03/21/2015,Serviced Gas Furnace 10-29-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1958,3915,,,,,Furnace,,11/01/2002,12,11/01/2003,Serviced Gas Furnace 11-1-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1958,3916,,,2200,AprilAire,Air Filter,,11/01/2002,12,11/01/2003,,,0,,,,,0,05/24/2017,05/24/2017
1959,3917,,,,Comfortmaker,Gas Furnace,,01/11/2016,12,01/11/2017,Serviced Furnace 11-2-02 and Cleaned Flame Sensor.,EquipNOtes,0,,,,,0,05/24/2017,05/24/2017
1959,3918,,,,,Humidifier,,02/07/2007,12,02/07/2008,Replaced Water Panel 11-2-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1961,3919,,27831,225AG8,Utica,Boiler,,12/12/2016,12,12/12/2017,Serviced Gas Boiler 10-28-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1962,3920,,,,Amana,Furnace,,10/29/2002,12,10/29/2003,Flame Sensor and Ignitor 10-29-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1963,3921,,,REPLACED,Sunbeam,Oil Furnace,,12/14/2007,24,12/14/2009,Serviced Oil Furnace 10-30-02,EquipNOtes,0,,,,,0,05/24/2017,05/24/2017
1964,3922,,,,Ruud,Furnace,,09/29/2003,12,09/29/2004,Replaced Ignition Module and Serviced gas Furnace 10-30-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1966,3923,,3251PUX7G,TUC060C936B9,Trane,Gas Furnace,12/12/2003,04/07/2016,12,04/07/2017,,,0,,,,,0,05/24/2017,05/24/2017
1968,3924,,3421KC07G,TUX060R936W1,Trane,Gas Furnace,10/29/2003,12/05/2016,12,12/05/2017,"Serviced Gas Furnace  11-1-02
Invoice states there are cracks on the burner end plates.",2370820,1,10 Year,Parts & Labor,10/26/2013,,0,05/24/2017,05/24/2017
1969,3925,,,,Lennox,Oil Furnace,,03/03/2015,12,03/03/2016,Serviiced Oil Furnace 10-29-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1970,3926,,,,,Furnace,,10/07/2014,12,10/07/2015,Repalced Thermocouple and Serviced 10-29-02,EquipNOtes,0,,,,,0,05/24/2017,05/24/2017
1972,3928,,H44546223,TUD120C960B0,Trane,Furnace,,10/06/2011,12,10/06/2012,Adjusted Gas Pressure and Serviced 10-30-02,EquipNotes- DOWNSTAIRS FURN.,0,,,,,0,05/24/2017,05/24/2017
1972,3929,,J43534838,TDD100C945B0,Trane,Furnace,,10/30/2002,12,10/30/2003,Serviced Furnace 10-30-02,EquipNotes-ATTIC FURNACE,0,,,,,0,05/24/2017,05/24/2017
1974,3930,,GF114M4687,UOBB084A,Ruud,Furnace,,10/31/2002,12,10/31/2003,Serviced Oil Furnace 10-31-02,EquipNtoes,0,,,,,0,05/24/2017,05/24/2017
1974,3931,,,761926-AD#,,Oil Burner,,10/31/2002,12,10/31/2003,,,0,,,,,0,05/24/2017,05/24/2017
1976,3932,,,,,Air Conditioner,,04/17/2002,12,04/17/2003,Repair to Rooftop Heating & Cooling Unit 4-17-02,EquipNOtes,0,,,,,0,05/24/2017,05/24/2017
154,3933,,,760,AprilAire,Humidifier,01/26/2000,11/17/2009,12,11/17/2010,Adjusted Water Panel on Humidifier 10-25-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1850,3934,,,,,Furnace,,10/24/2002,12,10/24/2003,Clean Contacts on subbase of thermostat and replaced Water panel 10-24-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1953,3935,,,,Heil,Furnace,,02/19/2003,12,02/19/2004,Replaced Roll-Out Switch for gas Furnace 10-28-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
786,3936,,2441NBX1G,TUD060R9V3K2,Trane,Furnace,12/17/2002,01/14/2014,12,01/14/2015,,2221486,1,10 Year,Parts & Labor,12/14/2012,,0,05/24/2017,05/24/2017
1625,3937,,401,2400,Aprilaire,Air Cleaner,,11/21/2016,12,11/21/2017,,,0,,,,,0,05/24/2017,05/24/2017
1724,3938,,,,,Furnace,,10/25/2002,12,10/25/2003,Service 10-25-02,EquipNOTes,0,,,,,0,05/24/2017,05/24/2017
1977,3939,,,,Trane,Furnace,,05/05/2003,12,05/05/2004,Replaced Blower Motor 10-24-02,EquipNtoes,0,,,,,0,05/24/2017,05/24/2017
1978,3940,,,,GE,Furnace,,10/28/2002,12,10/28/2003,Serviced Gas Furnace 10-28-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1978,3941,,,2400,AprilAire,Air Filter,,10/28/2002,12,10/28/2003,,,0,,,,,0,05/24/2017,05/24/2017
1979,3942,,,,GE,Furnace,,10/28/2002,12,10/28/2003,"Replaced Gas Valve on GE Gas Furnace and 
Serviced 10-28-02",EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1980,3943,,,,,Furnace,,01/07/2014,12,01/07/2015,Serviced Gas Furnace 10-28-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1980,3944,,,16x25,Honeywell,Air Filter,,10/09/2012,12,10/09/2013,,,0,,,,,0,05/24/2017,05/24/2017
1980,3945,,,,,Air Cleaner,,10/28/2002,12,10/28/2003,Checked Elec Air Cleaner 10-28-02,EquipNtoes,0,,,,,0,05/24/2017,05/24/2017
1981,3946,,,,Rheem,Furnace,,10/09/2002,12,10/09/2003,Serviced Gas Furnace 10-9-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1981,3947,,,,Spacegard,Air Filter,,10/09/2002,12,10/09/2003,,,0,,,,,0,05/24/2017,05/24/2017
1983,3950,,,,,Air Cleaner,,02/23/2006,12,02/23/2007,"Serviced Air Cleaner 10-24-02
Filter for Elec. Air Cleaner 11-12-02",EquipNotes,0,,,,,0,05/24/2017,05/24/2017
717,3951,,,,AprilAire,Air Filter,,09/05/2002,12,09/05/2003,,,0,,,,,0,05/24/2017,05/24/2017
1266,3953,,2355SRR7G,TUY080R9V3W0,Trane,Gas Furnace,03/18/2003,11/17/2014,12,11/17/2015,,2248061,1,10 Year,Parts & Labor,03/15/2013,,0,05/24/2017,05/24/2017
1266,3955,,0,2400,AprilAire,Air Cleaner,03/18/2003,11/17/2014,12,11/17/2015,,,0,,,,,0,05/24/2017,05/24/2017
1266,3956,,J29260658,TTR025C100A2,Trane,Air Conditioner,08/02/1994,06/15/2016,12,06/15/2017,,,0,,,,,0,05/24/2017,05/24/2017
1266,3957,,J27725169,TXA025C4HPB0,Trane,AC Coil,08/02/1994,,0,,,,0,,,,,0,05/24/2017,05/24/2017
48,3958,,,,AprilAire,Humidifier,11/04/2002,09/21/2011,12,09/21/2012,,,0,,,,,0,05/24/2017,05/24/2017
1944,3959,,,600,AprilAire,Humidifier,11/05/2002,11/22/2016,12,11/22/2017,,,0,,,,,0,05/24/2017,05/24/2017
277,3960,,,,Amana,Gas Furnace,,11/06/2002,12,11/06/2003,"Replaced Hot Surface Ignitor, cleaned Flame sensor 11-6-02",EquipNotes,0,,,,,0,05/24/2017,05/24/2017
454,3961,,,,,Furnace,,10/16/2002,12,10/16/2003,Serviced Furnace 10-16-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
662,3962,,,,,Air Filter,,11/05/2002,12,11/05/2003,Cleaned Air Filters 11-5-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
734,3964,,,,,Oil Furnace,,01/21/2008,12,01/21/2009,Serviced Oil Furnace 11-4-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
875,3965,,,110,AprilAire,Humidifier,06/04/1992,11/19/2010,12,11/19/2011,Serviced Gas Furnace 11-11-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
958,3966,,,16x25,Honeywell,Filter,11/11/2002,09/04/2009,12,09/04/2010,,,0,,,,,0,05/24/2017,05/24/2017
1988,3967,,,,,Furnace,,10/31/2002,12,10/31/2003,Service to Gas Furnace 10-31-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1992,3971,,,,,Gas Furnace,,12/01/2004,12,12/01/2005,Serviced gas Furnace 11-6-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1993,3972,,,,Williamson,Heat Pump System,,07/22/2002,12,07/22/2003,Inspected Willamson  Pump System 7-22-02,EquipNote,0,,,,,0,05/24/2017,05/24/2017
1994,3973,,,,,Gas Furnace,,11/14/2003,12,11/14/2004,Serviced Gas Furnace 11-6-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1994,3974,,,,,Elec Air Cleaner,,11/14/2003,12,11/14/2004,Serviced Elec Air Cleaner 11-6-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1994,3975,,,,Carrier,Humidifier,,,0,,,,0,,,,,0,05/24/2017,05/24/2017
1995,3976,,,,GE,Furnace,,11/11/2002,12,11/11/2003,Serviced GE Furnace 11-11-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1996,3977,408O,H521189,OLA111AMA,Friedrich,Oil Furnace,,09/26/2016,12,09/26/2017,Serviced Oil Furnace 11-8-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1997,3978,,,,Trane,Furnace,,11/05/2002,12,11/05/2003,Serviced Gas Furnace 11-5-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1998,3979,,,,,Furnace,,11/04/2002,12,11/04/2003,Serviced Furnace 11-4-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
698,3980,,2165NN25G,TXC037E5HPD0,Trane,AC Coil,07/10/2003,07/10/2003,12,07/10/2004,,,0,5 Year,Parts,07/10/2008,,0,05/24/2017,05/24/2017
698,3981,,3234RNC4F,2TTR2030A1000AA,Trane,Air Conditioner,07/10/2003,07/25/2003,12,07/25/2004,,,0,5 Year,Parts,07/10/2008,,0,05/24/2017,05/24/2017
475,3982,,0,110,AprilAire,Humidifier,08/03/1993,10/21/2013,12,10/21/2014,,,0,,,,,0,05/24/2017,05/24/2017
1999,3983,,3064X8J7G,TUY060R9V3W1,Trane,Gas Furnace,07/14/2003,07/14/2003,0,07/14/2003,,#2314024,1,10 Year,Parts & Labor,07/11/2013,,0,05/24/2017,05/24/2017
2000,3984,,CP172 M0303 06971,ROBD-112QBGA,Rheem,Oil Furnace,06/16/2003,09/19/2016,12,09/19/2017,,#R205009632,1,10 Year,Parts & Labor,06/13/2013,,0,05/24/2017,05/24/2017
2000,3985,,T180304443,RCBA-3765GG24X1,Rheem,AC Coil,06/16/2003,,0,,,#R205009632,1,10 Year,Parts & Labor,06/16/2013,,0,05/24/2017,05/24/2017
2000,3986,,6908F180313816,RAKA-030 JAZ,Rheem,Air Conditioner,06/16/2003,06/16/2003,12,06/16/2004,,#205009632,1,10 Year,Parts & Labor,06/16/2003,,0,05/24/2017,05/24/2017
2000,3987,,0,1F86-244,White Rodgers,Thermostat,06/16/2003,,0,,,,0,,,,,0,05/24/2017,05/24/2017
2000,3988,,413,2400 - UPGRADE KIT,Aprilaire,Air Cleaner,06/16/2003,09/19/2016,12,09/19/2017,,,0,,,,,0,05/24/2017,05/24/2017
884,3989,,0403446728,21V40-38,Rheem,40 Gal Hot Water Tank,07/30/2003,,0,,,,0,,,,,0,05/24/2017,05/24/2017
1818,3990,,3306X0X5G,TXA030C4HPC0,Trane,Coil,08/14/2003,08/14/2003,12,08/14/2004,,,0,,,,,0,05/24/2017,05/24/2017
1818,3991,,31824354F,2TTR2030A1000AA,Trane,Air Conditioner,08/14/2003,06/20/2014,12,06/20/2015,,,0,,,,,0,05/24/2017,05/24/2017
1121,3992,388F,2511WJP2G,TUD100R9V5K2,Trane,Furnace,07/16/2003,04/29/2015,12,04/29/2016,,#2314025,1,10 Year,Parts & Labor,07/16/2013,,0,05/24/2017,05/24/2017
1121,3993,,3273L0H5G,RXC54S3HPC0,Trane,Coil,07/16/2003,07/16/2003,12,07/16/2004,,#2314025,1,10 Year,Parts & Labor,07/16/2003,,0,05/24/2017,05/24/2017
1121,3994,388A,2061PCW2F,4TTX3048A100A,Trane,Air Conditioner,07/16/2003,05/31/2016,12,05/31/2017,,#2314025,1,10 Year,Parts & Labor,07/16/2013,,0,05/24/2017,05/24/2017
1121,3995,,,TAYSTAT 380,Trane,Thermostat,07/16/2003,07/16/2003,12,07/16/2004,,#2314025,1,10 Year,Parts & Labor,07/16/2013,,0,05/24/2017,05/24/2017
1999,3996,,3153NR25G,TXC025C44HPC-,Trane,Coil,07/14/2003,07/14/2003,12,07/14/2004,,#2314024,1,10 Year,Parts & Labor,07/14/2013,,0,05/24/2017,05/24/2017
1999,3997,,326365A5F,2TTR1024A1000AA,Trane,Air Conditioner,07/14/2003,07/14/2003,12,07/14/2004,,#2314024,1,10 Year,Parts & Labor,07/14/2013,,0,05/24/2017,05/24/2017
1999,3998,,,TAYSTAT350,,Thermostat,07/14/2003,07/14/2003,12,07/14/2004,,#2314024,1,10 Year,Parts & Labor,07/14/2013,,0,05/24/2017,05/24/2017
276,3999,,,0303119268,,40 Gal Hot Water Tank,06/02/2003,06/02/2003,12,06/02/2004,,,0,,,,,0,05/24/2017,05/24/2017
776,4000,,3225UNY2F,4TTX3036A1000AA,Trane,Air Conditioner,06/23/2003,05/27/2010,12,05/27/2011,,,0,,,,,0,05/24/2017,05/24/2017
776,4001,,3151NM65G,RXC037S3HPD0,Trane,Coil,06/23/2003,06/23/2003,12,06/23/2004,,,0,,,,,0,05/24/2017,05/24/2017
171,4002,,31528TE5F,2TTR1030A1000AA,Trane,Air Conditioner,06/26/2003,06/26/2003,12,06/26/2004,,,0,,,,,0,05/24/2017,05/24/2017
171,4003,,3235XL35G,TXC031C4HPC0,Trane,Coil,06/26/2003,06/26/2003,12,06/26/2004,,,0,,,,,0,05/24/2017,05/24/2017
171,4004,,,2400,AprilAire,Air Cleaner,06/26/2003,06/26/2003,12,06/26/2004,,,0,,,,,0,05/24/2017,05/24/2017
1561,4005,,C21292427,TTB748A100A0,Trane,Air Conditioner,08/11/1988,,0,,,,0,,,,,0,05/24/2017,05/24/2017
1561,4006,,C19395517,WH048A140A0,,,08/11/1988,,0,,,,0,,,,,0,05/24/2017,05/24/2017
1561,4007,,3224YAP5G,TXA061C5HPC0,Trane,Coil,07/01/2003,07/01/2003,12,07/01/2004,,,0,,,,,0,05/24/2017,05/24/2017
1136,4008,,Y28553222,LU108F936B,,,09/25/1985,,0,,,,0,,,,,0,05/24/2017,05/24/2017
1136,4009,,31957HL5F,TTB024C100A2,Trane,Air Conditioner,07/09/2003,04/26/2016,12,04/26/2017,,,0,,,,,0,05/24/2017,05/24/2017
1136,4010,,3245TFD5G,TXA025C4HPC0,Trane,Coil,07/09/2003,07/09/2003,12,07/09/2004,,,0,,,,,0,05/24/2017,05/24/2017
1695,4011,,32311774F,2TTR1036A1000AA,Trane,Air Conditioner,07/11/2003,09/09/2016,12,09/09/2017,,Bar Area,0,,,,,0,05/24/2017,05/24/2017
1695,4012,,REMOVED    3131MA45G,TXC036C4HPC0,Trane,Coil,07/11/2003,07/11/2003,12,07/11/2004,,,0,,,,,0,05/24/2017,05/24/2017
713,4013,,305366R4F,2TTR2030A1000AA,Trane,Air Conditioner,05/01/2003,08/14/2012,12,08/14/2013,,,0,,,,,0,05/24/2017,05/24/2017
713,4014,,,,Unico,Air Handler,05/01/2003,05/01/2003,12,05/01/2004,,,0,,,,,0,05/24/2017,05/24/2017
1444,4015,,3092KF65F,2TTR1030A1000AA,Trane,Air Conditioner,04/13/2003,04/13/2003,12,04/13/2004,,,0,,,,,0,05/24/2017,05/24/2017
1651,4016,,24317MB4F,2TTR1036A1000AA,Trane,Air Conditioner,05/16/2003,05/16/2003,12,05/16/2004,,,0,,,,,0,05/24/2017,05/24/2017
1651,4017,,3182JWD5G,TXA036C4HPC0,Trane,Coil,05/16/2003,05/16/2003,12,05/16/2004,,,0,,,,,0,05/24/2017,05/24/2017
566,4018,,CP172M030306964,ROBD-112QBGA949,Rheem,Oil Furnace,05/14/2003,12/22/2016,12,12/22/2017,"AFG  Serial # 021216-45424
RH1302 (Rheem number)
NL42XN nozzle tube assembly",Equip Notes,0,,,,,0,05/24/2017,05/24/2017
1238,4022,,3194NB05G,RXC031S3HPC0,Trane,Coil,06/18/2003,06/18/2003,12,06/18/2004,,#2290729,1,10 Year,Parts & Labor,06/18/2013,,0,05/24/2017,05/24/2017
1238,4023,,31230UH2F,4TTX3030A1000AA,Trane,Air Conditioner,06/18/2003,07/20/2015,12,07/20/2016,,#2290729,1,10 Year,Parts & Labor,06/18/2013,,0,05/24/2017,05/24/2017
1238,4024,,,TAYSTAT 380,,Thermostat,06/18/2003,06/18/2003,12,06/18/2004,,#2290729,1,10 Year,Parts & Labor,06/18/2013,,0,05/24/2017,05/24/2017
401,4025,,3202WC87G,TUX080R942W1,Trane,Gas Furnace,06/06/2003,06/20/2014,12,06/20/2015,,#2290849,1,10 Year,Parts & Labor,06/06/2013,,0,05/24/2017,05/24/2017
401,4026,,3131REX5G,TXC031C4HPC0,Trane,Coil,06/06/2003,08/09/2004,12,08/09/2005,,#2290849,1,10 Year,Parts & Labor,06/06/2013,,0,05/24/2017,05/24/2017
401,4027,,3033TCX5F,2TTB0030A1000AA,Trane,Air Conditioner,06/06/2003,08/09/2004,12,08/09/2005,,,0,,,,,0,05/24/2017,05/24/2017
401,4028,,,TAYSTAT 380,,Thermostat,06/06/2003,06/06/2003,12,06/06/2004,,2290849,1,10 Year,Parts & Labor,06/06/2013,,0,05/24/2017,05/24/2017
401,4029,,16x25x4,,Honeywell,Air Cleaner,06/06/2003,03/04/2011,12,03/04/2012,,,0,,,,,0,05/24/2017,05/24/2017
1203,4030,,2345U483F,2TTR2024A1000AA,Trane,Air Conditioner,06/23/2003,05/20/2008,16,09/20/2009,,#2293647,1,10 Year,Parts & Labor,06/20/2013,,0,05/24/2017,05/24/2017
1203,4031,,3233YL45G,TXC025C4HPC0,Trane,Coil,06/23/2003,,12,,,#2293647,1,10 Year,Parts & Labor,06/23/2013,,0,05/24/2017,05/24/2017
1203,4032,,31316N02G,TUD060R9V3K2,Trane,Furnace,06/23/2003,04/05/2007,12,04/05/2008,,#2293647,1,10 Year,Parts & Labor,06/23/2013,,0,05/24/2017,05/24/2017
1203,4033,,,2400,AprilAire,Air Cleaner,06/23/2003,05/20/2008,16,09/20/2009,,,0,,,,,0,05/24/2017,05/24/2017
1203,4034,,,700,AprilAire,Humidifier,06/23/2003,06/23/2003,12,06/23/2004,,,0,,,,,0,05/24/2017,05/24/2017
1203,4035,,,TAYSTAT 380,,Thermostat,06/23/2003,06/23/2003,12,06/23/2004,,,0,,,,,0,05/24/2017,05/24/2017
1145,4036,,2351X7H7G,TUY080R9V3W0,Trane,Gas Furnace,06/03/2003,05/18/2016,12,05/18/2017,,#2291330,1,10 Year,Parts & Labor,05/31/2013,,0,05/24/2017,05/24/2017
1145,4037,,3131P7B5G,TXC031C4HPC0,Trane,Coil,06/03/2003,05/18/2015,12,05/18/2016,,#2293647,1,10 Year,Parts & Labor,06/03/2013,,0,05/24/2017,05/24/2017
1145,4038,,3052KJ94F,2TTR2030A1000AA,Trane,Air Conditioner,06/03/2003,05/18/2016,12,05/18/2017,,#2293647,1,10 Year,Parts & Labor,05/31/2013,,0,05/24/2017,05/24/2017
1145,4039,,,2400,AprilAire,Air Cleaner,06/03/2003,05/18/2016,12,05/18/2017,,,0,,,,,0,05/24/2017,05/24/2017
1145,4040,,,700,AprilAire,Humidifier,06/03/2003,05/19/2014,12,05/19/2015,,,0,,,,,0,05/24/2017,05/24/2017
1145,4041,,,TAYSTAT 380,Trane,Thermostat,06/03/2003,06/03/2003,12,06/03/2004,,2291330,1,10 Year,Parts & Labor,06/03/2013,,0,05/24/2017,05/24/2017
1699,4042,,3043MBN5F,2TTR1036A1000AA,Trane,Air Conditioner,06/05/2003,04/11/2013,12,04/11/2014,,,0,,,,,0,05/24/2017,05/24/2017
1699,4043,,2306TBM5G,TXA037C4HPC0,Trane,Coil,06/05/2003,06/05/2003,12,06/05/2004,,,0,,,,,0,05/24/2017,05/24/2017
67,4044,,,16x25,Honeywell,Air Filter,11/25/2002,02/09/2011,12,02/09/2012,,,0,,,,,0,05/24/2017,05/24/2017
1728,4045,,,,,Humidifier,11/22/2002,04/07/2004,12,04/07/2005,Repaired Humidifier 11-22-02,,0,,,,,0,05/24/2017,05/24/2017
262,4046,,,,,Humidifier,,11/21/2016,12,11/21/2017,Serviced Humidifier 11-21-02,,0,,,,,0,05/24/2017,05/24/2017
2001,4049,,UB357019-9517,TCU085A936B,Trane,Oil Furnace,03/25/1996,10/08/2013,12,10/08/2014,Serviced Oil Furnace 11-23-02,EquipNotes  AFG burner 40100-02,0,,,,,0,05/24/2017,05/24/2017
2003,4050,,L421L2T2G,TUD100C948H3,Trane,Furnace,,06/22/2016,12,06/22/2017,Serviced Gas Furnace 11-25-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
2005,4051,,,,GE,Furnace,,11/26/2002,12,11/26/2003,Serviced gas Furnace 11-26-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
2006,4052,,3055KSX2G,TUD080R9V3K2,Trane,Furnace,12/16/2003,09/05/2007,12,09/05/2008,Serviced Furnace 11-26-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
2010,4055,,,P-C6-6,Weil McLain,Gas Boiler,,10/04/2016,12,10/04/2017,"No Heat, Bleed System of Air both Upstairs and down, Checked Expansion Tank 11-23-02",EquipNotes,0,,,,,0,05/24/2017,05/24/2017
2011,4056,,3181KA77G,TUC080C942B8,Trane,Furnace,06/10/2003,09/13/2012,12,09/13/2013,,#2291329,1,10 Year,Parts & Labor,06/07/2013,,0,05/24/2017,05/24/2017
2011,4057,,3231J8T5G,TXC025C4HPC0,Trane,Coil,06/10/2003,06/10/2003,12,06/10/2004,,#2291329,1,10 Year,Parts & Labor,06/10/2013,,0,05/24/2017,05/24/2017
1844,4059,,S05506800,LU080K942B0,Trane,Furnace,10/08/1986,11/08/2016,12,11/08/2017,Serviced Gas Furnace 11-12-02,EquipNotes,0,,,,,0,05/24/2017,05/24/2017
1844,4060,,#35,560,AprilAire,Humidifier,,10/05/2010,12,10/05/2011,Checked Humidifier 11-12-02,EquipNOtes,0,,,,,0,05/24/2017,05/24/2017
